name,CH4
13035P1,58.26783825
13035P2,22.0227296
13035P3,55.1079904
13035P4,54.0082074
14100P1,43.88631725
14100P2,48.2021762
14100P3,29.7754874
14100P4,40.67127887
14188P1,54.8510035
14188P2,55.139779
14188P3,56.8359574
14188P4,25.66595033
14201P1,45.6900355
14201P2,54.2353916
14201P3,38.421634
14201P4,46.72989825
