name,CH4.milk
13035P1,12.52910125
13035P2,5.924069832
13035P3,10.96894713
13035P4,11.13204044
14100P1,11.06842806
14100P2,14.32456945
14100P3,8.317175251
14100P4,13.64991236
14188P1,16.04416921
14188P2,16.72930188
14188P3,19.32275699
14188P4,9.186095323
14201P1,12.29052737
14201P2,13.62698281
14201P3,11.62741617
14201P4,14.87266017
